Themes/Phrases,strength
Graphical Method,1.0
subsequent decisions,1.0
hypothesis testing,1.0
hypothesis testing,1.0
point estimation techniques,1.5
calculating end points,1.5
statistical methods,1.0
effluent toxicity,1.0
specific flow chart,1.5
statistical analysis,1.0
significant reduction,1.0
point estimation techniques,1.5
statistical analysis,1.0
Interpolation Method,1.0
REPRODUCTION DATA,1.0
chronic toxicity test,1.5
observed effect concentration,1.5
toxic effect,1.0
observed responses,1.0
excluding concentrations,1.0
subsequent hypothesis test,1.5
all-data approach,1.0
growth tests,1.0
Linear Interpolation Method,1.5
Growth data,1.0
sheepshead minnow,1.0
orginal number,1.0
test organisms,1.0
group weights,1.0
hypothesis tests,1.0
using hypothesis testing,1.5
arc sine,1.0
red macroalga,1.0
Reproduction data,1.0
Menidia beryllina,1.0
inland silverside,1.0
using hypothesis,1.0
fecundity test,1.0
growth data,1.0
point estimate,1.0
significantly different,1.0
concerning growth effects,1.5
using point,1.0
Fecundity data,1.0
Linear Interpolation,1.0
point estimate,1.0
using hypothesis testing,1.5
point estimate,1.0
sea urchin test,1.5
fertilization data,1.0
mysid test,1.0
fecundity data,1.0
red macroalga test,1.5
reproduction data,1.0
FERTILIZATION DATA,1.0
arc sine transformation,1.5
fertilization test,1.0
hypothesis testing,1.0
Interpolation Method,1.0
Arbacia punctulata,1.0
sea urchin,1.0
Linear Interpolation,1.0
point estimate,1.0
Mortality data,1.0
point estimation techniques,1.5
Spearman-Karber Method,2.0
multiple comparisons,1.0
multiple comparison,1.0
error term,1.0
square root transformation,1.5
mortality data,1.0
hypothesis testing,1.0
t test,1.0
data points,1.0
data points,1.0
suitable transformations,1.0
toxicant concentration,1.0
statistically significant,1.0
step-by-step example,1.0
normality assumptions,1.0
minimum difference,1.0
percent change,1.0
overall error rate,1.5
t test,1.0
Bonferroni adjustment,1.0
toxicant concentration,1.0
overall error rate,1.5
minimum difference,1.0
upper bound,1.0
powerful test,1.0
t test,1.0
safe concentration,1.0
Bonferroni adjustment,1.0
step-by-step example,1.0
Bonferroni adjustment,1.0
multiple comparison,1.0
several treatments,1.0
statistically significant,1.0
minimum difference,1.0
toxicant concentration,1.0
step-by-step example,1.0
nonparametric test,1.0
safe concentration,1.0
multiple comparisons,1.0
safe concentration,1.0
statistically significant,1.0
equal numbers,1.0
toxicant concentration,1.0
data points,1.0
step-by-step example,1.0
significant effects,1.0
hypothesis testing,1.0
extreme caution,1.0
confidence interval,1.0
intermediate concentration,1.0
Bonferroni adjustment,1.0
tested concentrations cause,1.5
statistically significant,1.0
underlying log tolerance distribution,2.0
normal distribution,1.0
log tolerances,1.0
maximum likelihood technique,1.5
particular shape,1.0
normality assumption,1.0
computer program,1.0
good test,1.0
chi-square statistic,1.0
tabular value,1.0
error message,1.0
tabular value,1.0
confidence interval,1.0
toxicant concentration,1.0
Inhibition Concentration,1.0
adjacent treatments,1.0
nothing effect,1.0
Linear Interpolation Method,1.5
program input,1.0
Spearman-Karber Method,1.0
general applicability,1.0
Linear Interpolation Method,1.5
Graphical Method,1.0
mean response,1.0
previous concentration,1.0
linear response,1.0
upward adjustment,1.0
linear response assumptions,1.5
toxicity test approach,1.5
detailed discussion,1.0
general format,1.0
short-term chronic toxicity,1.5
linear response function,1.5
statistical procedure,1.0
low toxicant,1.0
receiving water body,1.5
reliable results,1.0
point estimate,1.0
concentration series,1.0
computer program,1.0
mean response,1.0
representative sample,1.0
test data,1.0
observed means,1.0
Toxicity testing requirements,1.5
large deviation,1.0
toxicity data,1.0
Operating schedule,1.0
Effluent Samples,1.0
Sampling point,1.0
including latitude,1.0
Collection dates,1.0
collection method,1.0
chemical data,1.0
waste treatment,1.0
sample collection date,1.5
daily discharge,1.0
waste treatment,1.0
Lapsed time,1.0
sample collection,1.0
Retention time,1.0
waste flow,1.0
treatment facility,1.0
Sampling point,1.0
including latitude,1.0
Collection dates,1.0
collection method,1.0
chemical data,1.0
Lapsed time,1.0
sample collection,1.0
chemical characteristics,1.0
reference method,1.0
Toxicity test method,1.5
time test,1.0
time test,1.0
test chambers,1.0
Feeding frequency,1.0
test chamber,1.0
Test salinity,1.0
test chambers,1.0
test organisms,1.0
control measures,1.0
species identification,1.0
Taxonomic key,1.0
Reference toxicant,1.0
recent reference,1.0
toxicant test,1.0
toxicant test,1.0
chemical methods,1.0
report percent minimum,1.5
significant difference,1.0
daily records,1.0
affected organisms,1.0
summary table,1.0
sublethal endpoints,1.0
current control,1.0
toxicant test,1.0
Dilution water,1.0
graphical form,1.0
including controls,1.0
raw toxicity data,1.5
tabular form,1.0
statistical methods,1.0
toxicity data,1.0
sublethal endpoints,1.0
significant difference,1.0
percent minimum,1.0
test endpoints,1.0
assurance program,1.0
overall quality,1.0
Test review,1.0
regulatory authority,1.0
testing laboratory,1.0
Test review,1.0
handling procedures,1.0
data report,1.0
valid test,1.0
allowable sample,1.0
holding times,1.0
invalid tests,1.0
Chain-of-custody forms,1.0
Test data,1.0
test acceptability,1.0
ACCEPTABILITY CRITERIA,1.0
minimum test acceptability criteria,2.0
Test conditions,1.0
specified ranges,1.0
chemical measurements,1.0
required test,1.0
test data,1.0
NPDES permits,1.0
test condition tables,1.5
test conditions,1.0
test conditions,1.0
test condition tables,1.5
test conditions,1.0
test result,1.0
test result,1.0
individual test result,1.5
test condition deviations,1.5
statistical analysis,1.0
slight deviations,1.0
test conditions,1.0
observed impact,1.0
test chamber,1.0
quality control,1.0
analyzing test data,1.5
statistical methods,1.0
statistical methods,1.0
data report,1.0
Statistical methods,1.0
statistical flowcharts,1.0
statistical method,1.0
dose-response relationship,1.0
statistical method,1.0
recommended methods,1.0
alternate methods,1.0
measurable biochemical,1.0
shaped curve,1.0
particular shape,1.0
causal relationship,1.0
acute effects,1.0
biological parameter,1.0
appropriate response,1.0
concentration-response curve,1.0
severe responses,1.0
chronic effects,1.0
concentration-response concept,1.0
concentration range,1.0
classical concentration-response relationship,1.5
response pair,1.0
severe responses,1.0
single toxicant,1.0
concentration-response relationship,1.0
evaluating concentration-response,1.0
different concentration-response,1.0
review steps,1.0
anomalous test,1.0
multi-concentration test,1.0
calculated test results,1.5
WET test results,1.5
multi-concentration tests,1.0
WET test,1.0
concentration-response relationships,1.0
WET test data,1.5
calculated effect concentrations,1.5
clear cut,1.0
valid concentration-response,1.0
concentration-response relationships,1.0
regulatory officials,1.0
calculated effect concentrations,1.5
associated reference,1.0
toxicant test,1.0
receiving water test,1.5
Test review,1.0
ongoing laboratory performance,1.5
test organisms,1.0
toxicant test,1.0
specified frequency,1.0
permitting authority,1.0
professional toxicologists,1.0
toxicant test,1.0
concentration-response relationship,1.0
test sensitivity,1.0
possible retesting,1.0
current control chart limits,2.0
toxicant test,1.0
control chart,1.0
control chart limits,1.5
toxicant tests,1.0
associated test results,1.5
control reference toxicant test result,2.5
current control chart,1.5
toxicant testing,1.0
increasing test organism,1.5
quality control reference,1.5
control chart limits,1.5
toxicant test,1.0
test acceptability criteria,1.5
test conditions,1.0
effluent test,1.0
test conditions,1.0
control chart limits,1.5
toxicant test results,1.5
invalid tests,1.0
toxicant test,1.0
valid test,1.0
standard deviations,1.0
receiving water tests,1.5
toxicant test result,1.5
organism sensitivity,1.0
decreasing test,1.0
concurrent reference,1.0
toxicant testing,1.0
evaluating within-test,1.0
within-test variability,1.0
individual tests,1.0
growth NOECs,1.0
significant difference,1.0
variability criteria herein,1.5
assurance plan,1.0
Excessive within-test variability,1.5
sublethal hypothesis testing,1.5
non-regulatory purposes,1.0
applicable data quality objectives,2.0
alternative variability criteria,1.5
significant difference,1.0
test variability,1.0
significant difference,1.0
percentage decrease,1.0
including tests,1.0
representative set,1.0
test data,1.0
descriptive statistic,1.0
non-parametric method,1.0
non-parametric method,1.0
test variability,1.0
toxic effects,1.0
insufficiently sensitive,1.0
significant toxicity,1.0
particular concentration,1.0
parametric methods,1.0
test method,1.0
unusually large,1.0
test review steps,1.5
serious doubts,1.0
effect concentration estimate,1.5
variability criterion,1.0
non-parametric method,1.0
statistical flow charts,1.5
receiving water,1.0
test review steps,1.5
serious doubts,1.0
upper bound,1.0
particular concentration,1.0
toxic effect,1.0
hypothesis test,1.0
concentration estimate,1.0
hypothesis testing,1.0
statistical flowchart,1.0
variability criterion,1.0
concentration estimate,1.0
substantial magnitude,1.0
reliable indication,1.0
normal bounds,1.0
variability measure,1.0
variability criterion,1.0
10th percentile,1.0
penalizing laboratories,1.0
10th percentiles,1.0
effect concentration estimate,1.5
hypothesis test result,1.5
practical limit,1.0
test method,1.0
determining hypothesis test results,2.0
maintaining control charts,1.5
individual test PMSDs,1.5
standard deviation,1.0
control responses,1.0
normal variate,1.0
control charting,1.0
90th percentile,1.0
specific examples,1.0
effluent tests,1.0
control chart,1.0
typical range,1.0
reviewing tests,1.0
control response,1.0
Interlaboratory Variability Study,1.5
advanced research,1.0
providing energy,1.0
significant health benefits,1.5
local concerns,1.0
electricity usage,1.0
mercury emissions,1.0
electricity supplies,1.0
reduction targets,1.0
required reductions,1.0
Nationwide reductions,1.0
relative difference,1.0
cardiovascular illness,1.0
fine particles,1.0
within-test variability,1.0
interstate transport issues,1.5
national parks,1.0
wilderness areas,1.0
state programs,1.0
child bearing age,1.5
test performance measures,1.5
minimizing variability,1.0
integrated approach,1.0
key benefits,1.0
emergency room visits,1.5
ozone air quality standards,2.0
particulate matter,1.0
coastal ecosystems,1.0
neurotoxic effects,1.0
mental retardation,1.0
cerebral palsy,1.0
power generation,1.0
appropriate measures,1.0
reasonable time period,1.5
regulatory certainty,1.0
market-based incentives,1.0
premature deaths,1.0
including thousands,1.0
ground-level ozone,1.0
continued exposure,1.0
large areas,1.0
Visibility improvement,1.0
hearing others,1.0
wonderful model,1.0
future programs,1.0
total emission reductions,1.5
reporting capabilities,1.0
generating sources,1.0
allowing industry,1.0
cost-effective experience,1.0
state-of-the-art data tracking,1.5
relatively small,1.0
national air pollution issues,2.0
clean air policy,1.5
nationwide cap,1.0
reduction goal,1.0
cause acid deposition,1.5
trading program,1.0
emissions reductions,1.0
low cost,1.0
innovative market-based allowance,1.5
emission reductions,1.0
cost-effective means,1.0
environmental improvements,1.0
acid deposition,1.0
continuous monitoring,1.0
full implementation,1.0
emission reductions,1.0
power generation,1.0
allowable levels,1.0
environmental improvements,1.0
seventh year,1.0
resounding success,1.0
certain areas,1.0
lengthy permit reviews,1.5
environmental monitoring networks,1.5
signed legislation,1.0
built-in market,1.0
Recent estimates,1.0
substantial reductions,1.0
individual programs,1.0
trading program,1.0
legislative approach,1.0
sharp contrast,1.0
regulatory programs,1.0
utilities flexibility,1.0
emission rate,1.0
generating plants,1.0
administrative burden,1.0
Regulating Emissions,1.0
public health problems,1.5
clean energy capacity,1.5
regulatory programs,1.0
generation sector,1.0
complex web,1.0
existing regulations,1.0
specific problems,1.0
individual program,1.0
market-based incentives,1.0
compliance costs,1.0
electric power generation,1.5
air emissions,1.0
regulatory initiatives,1.0
generating facility,1.0
boiler type,1.0
source performance standards,1.5
source review,1.0
hazardous air pollutant,1.5
haze rule,1.0
mercury regulation,1.0
particulate matter,1.0
carbon monoxide,1.0
hazardous air pollutants,1.5
Call rules,1.0
ambient air quality standards,2.0
emissions control requirements,1.5
nonattainment areas,1.0
Implementation Plans,1.0
included power plant controls,2.0
summertime NOx emissions,1.5
interstate transport,1.0
nonattainment problems,1.0
transport problem,1.0
choosing control strategies,1.5
industrial boilers,1.0
NOx emissions,1.0
ozone nonattainment problems,1.5
electric generating units,1.5
innovative programs,1.0
reducing power plant emissions,2.0
separate action,1.0
northeastern states,1.0
several States,1.0
market-based approaches,1.0
ozone nonattainment problems,1.5
electric power generation sector,2.0
control technology requirements,1.5
combustion facilities,1.0
reasonably available,1.0
emissions trading program,1.5
Implementation Plans,1.0
ozone NAAQS,1.0
ozone attainment strategies,1.5
source review,1.0
state-of-the-art air pollution,1.5
emissions increase,1.0
Significant Deterioration program,1.5
already clean,1.0
construction projects,1.0
significant deterioration,1.0
air quality,1.0
major sources,1.0
major modifications,1.0
existing sources,1.0
achievable emission rates,1.5
pristine areas,1.0
national parks,1.0
air quality,1.0
major modifications,1.0
air pollution sources,1.5
stationary gas turbines,1.5
generating units,1.0
general area,1.0
regional haze rule,1.5
NOx emissions trading program,2.0
trading program,1.0
particular source category,1.5
electric utility steam,1.5
national parks,1.0
wilderness areas,1.0
air pollution control equipment,2.0
minimum amount,1.0
available retrofit technology,1.5
major stationary,1.0
human health,1.0
natural conditions,1.0
existing facilities,1.0
electric power plants,1.5
air pollution,1.0
hazardous air pollutants,1.5
air toxics,1.0
construction projects,1.0
attainment areas,1.0
available control technology,1.5
applying control technology,1.5
nonattainment areas,1.0
getting reductions,1.0
utility boilers,1.0
regulatory determination,1.0
source performance,1.0
numerical performance standards,1.5
unit type,1.0
power generators,1.0
state implementation plans,1.5
mercury emissions,1.0
air toxics control,1.5
available information,1.0
source categories,1.0
utility industry,1.0
emissions limits,1.0
mercury emissions,1.0
acid rain,1.0
conserving energy,1.0
mercury emissions,1.0
ozone pollution,1.0
visibility degradation,1.0
mercury deposition,1.0
diminished lung function,1.5
cardiopulmonary illnesses,1.0
environmental benefits,1.0
nitrate deposition,1.0
climate change,1.0
work days,1.0
school absences,1.0
fine particle pollution,1.5
premature mortality,1.0
emergency room visits,1.5
environmental issues,1.0
organic compounds,1.0
significant source,1.0
Power generators,1.0
successful tool,1.0
reasons power generation,1.5
car today,1.0
heavy duty trucks,1.5
pollution control equipment,1.5
tremendous benefits,1.0
nitrogen oxide,1.0
environmental improvement,1.0
power generation,1.0
coarse particles,1.0
key emissions,1.0
significant emissions,1.0
federal laws,1.0
limiting emissions,1.0
power generation,1.0
particulate matter,1.0
increased incidence,1.0
emergency room visits,1.5
asthma symptoms,1.0
premature deaths,1.0
extensive peer,1.0
public review,1.0
urban areas,1.0
total light,1.0
substantial fraction,1.0
substantial body,1.0
fine particle pollution,1.5
premature mortality,1.0
health impacts,1.0
fine particle,1.0
respiratory symptoms,1.0
scientific literature,1.0
chronic bronchitis,1.0
fine particle standards,1.5
visibility problems,1.0
significant expansion,1.0
scientific research,1.0
significant contributors,1.0
urban areas,1.0
NOx emissions,1.0
particulate matter standard,1.5
criteria document,1.0
key factor,1.0
organic compounds,1.0
national parks,1.0
visibility impairment,1.0
light extinction efficiency,1.5
visibility impairment,1.0
ozone levels,1.0
national parks,1.0
visibility impairment,1.0
brown cloud,1.0
winter time,1.0
national parks,1.0
wilderness areas,1.0
hour ozone standard,1.5
key contributor,1.0
ground-level ozone,1.0
emergency room,1.0
doctors visits,1.0
respiratory symptoms,1.0
hour ozone,1.0
environmental stresses,1.0
commercial forest yields,1.5
lung inflamation,1.0
deleterious effects,1.0
human health,1.0
harsh weather,1.0
NOx emissions,1.0
public health benefits,1.5
reducing ozone,1.0
reduced growth,1.0
increased plant,1.0
tree seedlings,1.0
ground-level ozone,1.0
NOx emissions,1.0
ozone levels,1.0
Deposition Effects,1.0
adverse health effects,1.5
water bodies,1.0
neurological problems,1.0
human activity,1.0
occurring element,1.0
acid rain,1.0
recent report,1.0
methylmercury exposure,1.0
predatory fish,1.0
human exposure,1.0
Acidic deposition,1.0
acid rain,1.0
motor deficits,1.0
sometimes hundreds,1.0
local waters,1.0
eating fish,1.0
1990 Acid Rain,1.5
form acidic compounds,1.5
reducing mercury air emissions,2.0
highly toxic,1.0
consistent change,1.0
sensitive lakes,1.0
acid deposition,1.0
food chain,1.0
episodic acidification,1.0
sulfur deposition,1.0
low risk,1.0
episodic acidification,1.0
nervous systems,1.0
power generation result,1.5
ecological systems,1.0
Human activity,1.0
dry form,1.0
wet form,1.0
electric utility plants,1.5
fossil fuels,1.0
reduced drinking water quality,2.0
environmental problems,1.0
sensitive areas,1.0
forest decline,1.0
recent findings,1.0
Forty-one states,1.0
water quality,1.0
sensitive time,1.0
fish reproduce,1.0
nitrogen emissions,1.0
short-term acidic pulses,1.5
important factor,1.0
national borders,1.0
NITROGEN DEPOSITION,1.0
essential nutrient,1.0
increased emissions,1.0
soil acidification,1.0
aluminum mobility,1.0
atmospheric nitrogen cycle,1.5
marine environment,1.0
toxic effects,1.0
freshwater organisms,1.0
air pollution,1.0
undesirable consequences,1.0
seagrass beds,1.0
coral reefs,1.0
organic matter,1.0
oxygen concentrations,1.0
acidification levels,1.0
fairly constant,1.0
exhibit signs,1.0
synergistic effects,1.0
separate emissions,1.0
NOx emissions,1.0
air emissions,1.0
nitrogen inputs,1.0
coastal waters,1.0
Nitrogen saturation,1.0
human health,1.0
potentially hazardous,1.0
nitrogenous greenhouse,1.0
trace gases,1.0
atmospheric deposition,1.0
unified approach,1.0
pollution-related problems,1.0
human health,1.0
coastal ecosystems,1.0
algal blooms,1.0
food webs,1.0
cost-effective reductions,1.0
problem-by-problem approach,1.0
environmental gains,1.0
technological advances,1.0
mercury emissions,1.0
environmental challenges,1.0
market-based Acid Rain Program,2.0
power facilities,1.0
environmental problems,1.0
environmental benefits,1.0
discussed today,1.0
clean coal technology,1.5
fuel cells,1.0
generation sector,1.0
workable solution,1.0
common interests,1.0
significant benefits,1.0
reducing nitrogen oxides,1.5
sulfur dioxide,1.0
economic assessment,1.0
technology-based scenarios,1.0
nitrogen oxides,1.0
full implementation,1.0
modeling study,1.0
electric power sector,1.5
following emissions caps,1.5
electric power,1.0
alternative technology,1.0
sulfur dioxide,1.0
maximum market potential,1.5
including technology assumptions,1.5
consumer behavior,1.0
Standard Scenario,1.0
certain cases,1.0
various reduction,1.0
fine particles,1.0
significant reductions,1.0
acid rain,1.0
sulfur dioxide,1.0
large sulfur loadings,1.5
environmental data,1.0
simultaneous NOx,1.0
emission reductions,1.0
sulfur deposition,1.0
mercury concentration,1.0
lake acidity,1.0
growing concerns,1.0
regarding recovery,1.0
downward trend,1.0
pollution problems,1.0
particular significance,1.0
American public,1.0
unacceptable levels,1.0
atmospheric chemical relationships,1.5
ecological changes,1.0
human health,1.0
air pollution,1.0
national parks,1.0
Visibility impairment,1.0
environmental improvement,1.0
nitrate levels,1.0
surface waters,1.0
urban areas,1.0
wilderness areas,1.0
fine particles,1.0
fish consumption,1.0
climate change strategy,1.5
climate change,1.0
Energy-related activities,1.0
primary source,1.0
man-made greenhouse gas emissions,2.0
total emissions,1.0
working group meetings,1.5
global climate change,1.5
potential impacts,1.0
wide spectrum,1.0
climate change,1.0
man-made greenhouse gases,1.5
working group,1.0
warming trend,1.0
surface temperature,1.0
infrared radiation,1.0
human activity,1.0
natural greenhouse effect,1.5
climate change,1.0
broad array,1.0
rising temperatures,1.0
global climate change,1.5
greenhouse gas,1.0
cabinet-level review,1.0
recent agreements,1.0
global climate change,1.5
global response,1.0
national resources,1.0
reducing air pollution,1.5
great progress,1.0
major initiatives,1.0
cooperative efforts,1.0
climate modeling efforts,1.5
responsible manner,1.0
global climate change,1.5
scientific understanding,1.0
several decades,1.0
power generation,1.0
environmental problems,1.0
comprehensive policy,1.0
long-term issue,1.0
joint research,1.0
sequester carbon,1.0
complex challenge,1.0
coming century,1.0
coming decades,1.0
significant contribution,1.0
power generation,1.0
reliable energy supply,1.5
Greenhouse gases trap heat,2.0
industrial revolution,1.0
greenhouse gas,1.0
technological challenges,1.0
emissions reductions,1.0
advanced energy technologies,1.5
regulatory programs,1.0
cost increases,1.0
efficient technologies,1.0
emissions permits,1.0
Electricity prices,1.0
emissions control,1.0
electricity suppliers,1.0
technology scenario,1.0
electric generation,1.0
Overall costs,1.0
policy scenarios,1.0
relatively unchanged,1.0
total consumption,1.0
gas-fired generation,1.0
restrictive technology assumptions,1.5
optimistic assumptions,1.0
electricity demand,1.0
supply technologies,1.0
total expenditures,1.0
fuel mix,1.0
technology future,1.0
several grounds,1.0
assumed changes,1.0
technology assumptions,1.0
electricity price,1.0
analytic basis,1.0
historic behavior patterns,1.5
electricity prices,1.0
coal use,1.0
economic analyses,1.0
coal usage,1.0
considerable controversy,1.0
information programs,1.0
Rain program,1.0
energy-efficient equipment,1.0
personal consumption,1.0
price increase,1.0
personal consumption,1.0
small pool,1.0
banked allowances,1.0
technology scenarios,1.0
actual scenario outcomes,1.5
development funding increases,1.5
early emissions reductions,1.5
technology scenarios,1.0
assumed investments,1.0
banked allowances,1.0
overall emissions reductions,1.5
increasing penetration,1.0
reference case,1.0
policy assumptions,1.0
later years,1.0
significant reductions,1.0
emissions reduction scenarios,1.5
economic impacts,1.0
logical choice,1.0
alternative technology,1.0
emission reductions,1.0
modular design,1.0
economy-wide coverage,1.0
plant-level coverage,1.0
national commitment,1.0
general equilibrium model,1.5
sector computer,1.0
electricity sector,1.0
mercury controls,1.0
particularly relevant,1.0
pollution control technology assumptions,2.0
coal type,1.0
included nitrogen oxides,1.5
separate policy initiatives,1.5
national energy,1.0
air pollutants,1.0
clean energy supply technologies,2.0
sulfur dioxide,1.0
additional detail,1.0
significant costs,1.0
extensive review,1.0
future work,1.0
Congressional request,1.0
technology opportunities,1.0
air quality policy,1.5
renewable energy sources,1.5
demand-side efficiency,1.0
gas-fired cogeneration,1.0
cost-effective reductions,1.0
policy options,1.0
domestic investments,1.0
advanced technology scenarios,1.5
emissions caps,1.0
advanced technology scenarios,1.5
emission reductions,1.0
separate effects,1.0
reference case,1.0
important insights,1.0
national commitment,1.0
emission reductions,1.0
Technology Scenarios,1.0
control scenarios,1.0
electricity generators,1.0
industrial cogenerators,1.0
actual costs,1.0
emissions caps,1.0
independent power producers,1.5
similar results,1.0
actual scenario outcomes,1.5
technology characteristics,1.0
policy assumptions,1.0
different scenarios,1.0
following multi-pollutant emission,1.5
electric utility sector,1.5
demand-side perspectives,1.0
mercury emissions,1.0
mercury emissions,1.0
advanced technology assumptions,1.5
full implementation,1.0
demand-side policy scenario,1.5
2002 start date,1.5
moderate supply,1.0
full implementation,1.0
demand-side policy scenario,1.5
mercury emissions,1.0
…results,1.0
2002 start date,1.5
advanced supply,1.0
mercury emissions,1.0
full implementation,1.0
2007 emission caps,1.5
emissions cap,1.0
emissions cap,1.0
Multi-Emission Targets,1.0
short tons,1.0
specific percentage,1.0
benchmark emission,1.0
emission cap,1.0
remaining emission caps,1.5
similar pattern,1.0
Benchmark Emission Levels,1.5
different sets,1.0
metric tons,1.0
cost-effective emission reductions,1.5
Analytical Assumptions,1.0
specified emission caps,1.5
policy assumptions,1.0
early allowances,1.0
full set,1.0
policy assumptions,1.0
different technology scenarios,1.5
2007 compliance date,1.5
early reductions,1.0
simple difference,1.0
reference case,1.0
actual emission trajectory,1.5
nationwide restructuring,1.0
policy scenarios,1.0
real return,1.0
utility industry,1.0
different technology scenarios,1.5
sector model,1.0
allowance bank,1.0
technology characteristics,1.0
electricity module,1.0
reference case,1.0
baseline scenario,1.0
sector model,1.0
electric generating sector,1.5
asked Argonne,1.0
reference case,1.0
economic analysis,1.0
cost-of-service pricing,1.0
resulting differences,1.0
capping emissions,1.0
resulting impact,1.0
key indicators,1.0
significant reductions,1.0
economic impact,1.0
different mix,1.0
Argonne Unit Planning,1.5
Compliance model,1.0
available emission control,1.5
power systems,1.0
policy scenario,1.0
maintenance costs,1.0
meaningful analysis,1.0
government program costs,1.5
full set,1.0
direct investment costs,1.5
large changes,1.0
adjustment costs,1.0
additional emission requirements,1.5
potential interactions,1.0
compliance costs,1.0
process efficiency,1.0
existing tax system,1.5
technology investment,1.0
productivity gains,1.0
health benefits,1.0
specific capital stocks,1.5
economic flexibility,1.0
direct savings,1.0
normal market transactions,1.5
emission limits,1.0
additional government programs,1.5
tax incentives,1.0
economic impact,1.0
net expenditures,1.0
market transactions,1.0
efficient equipment,1.0
fuel use,1.0
productivity gains,1.0
emission scenarios,1.0
benefit side,1.0
economy-wide impact,1.0
additional details,1.0
net generation,1.0
electricity sales,1.0
marginal costs,1.0
emission control,1.0
resulting production levels,1.5
different modeling system,1.5
mercury emissions,1.0
macroeconomic system,1.0
AEO2001 standard,1.0
government spending,1.0
reference case,1.0
advanced technology,1.0
Argonne researchers,1.0
advanced equipment,1.0
resulting baseline,1.0
DOE-sponsored report,1.0
Modeling Technology Assumptions,1.5
pollution control,1.0
reference case,1.0
personal consumption,1.0
nationwide restructuring,1.0
economic output,1.0
adjustment costs,1.0
cost side,1.0
electric utility industry,1.5
analytical perspective,1.0
reference case,1.0
cost-of-service pricing,1.0
Multi-Emissions Analysis,1.0
electricity consumption,1.0
scenario analysis,1.0
technology development,1.0
AEO2001 reference case,1.5
advanced technology characterization,1.5
anticipated energy prices,1.5
resulting emissions,1.0
consequent impact,1.0
including key,1.0
technology characteristics,1.0
standard technology,1.0
sensitivity analysis,1.0
reference case,1.0
marginal costs,1.0
efficient technologies,1.0
scenario assumptions,1.0
efficiency air conditioners,1.5
commercial sector,1.0
primary energy use,1.5
Building shell efficiencies,1.5
emissions caps,1.0
market penetration,1.0
electricity prices,1.0
heat rates,1.0
cycle power plants,1.5
wood supply increases,1.5
standard case assumptions,1.5
wind energy systems increases,2.0
capacity factor,1.0
electricity use,1.0
reference case assumptions,1.5
AEO2001 report,1.0
reference case,1.0
clean energy technologies,1.5
key energy,1.0
financial incentives,1.0
voluntary programs,1.0
equipment standards,1.0
sector-by-sector assessment,1.0
market failures,1.0
appliance efficiency standards,1.5
technical assistance,1.0
tax incentives,1.0
electricity generation sectors,1.5
so-called public benefits,1.5
Star labeling,1.0
regulatory initiatives,1.0
industry groups,1.0
clean energy technologies,1.5
market penetration,1.0
technology deployment programs,1.5
development funding,1.0
market penetration,1.0
electricity line charges,1.5
consumer behavior,1.0
building codes,1.0
efficiency standards,1.0
market transformation programs,1.5
government programs,1.0
energy efficiency standards,1.5
motors systems,1.0
industrial sector,1.0
supply-side technologies,1.0
clean-energy technologies,1.0
careful planning,1.0
year ramp-up,1.0
program spending,1.0
transportation technologies,1.0
combined effect,1.0
program expenditures,1.0
existing information programs,1.5
additional renewable,1.0
primary energy,1.0
cost-shared research,1.0
critical research areas,1.5
careful targeting,1.0
moderate scenario,1.0
moderate scenario,1.0
investment tax credits,1.5
federal appropriations,1.0
total energy requirements,1.5
steady reduction,1.0
voluntary agreements,1.0
reference case,1.0
production tax credit,1.5
program spending,1.0
moderate scenario,1.0
electric generation,1.0
private-sector cost share,1.5
existing teams,1.0
research teams,1.0
50 carbon charge,1.5
reference case,1.0
electricity sales,1.0
electricity sales,1.0
combined effect,1.0
steady reduction,1.0
advanced scenario,1.0
private-sector cost share,1.5
including buildings,1.0
increasing market penetration,1.5
total energy use,1.5
reference case,1.0
net effect,1.0
Technology Assumptions,1.0
performance energy efficiency,1.5
energy supply technologies,1.5
electricity consumption,1.0
utility customers,1.0
technology assumptions,1.0
program spending,1.0
demand technologies,1.0
respective reference case,1.5
key indicators,1.0
energy supply technologies,1.5
emission caps,1.0
standard technology,1.0
approximate targets,1.0
reference case technologies,1.5
emission caps,1.0
additional programs,1.0
advanced scenario,1.0
program funds,1.0
energy-efficient technologies,1.0
electricity sales,1.0
reference case,1.0
Key Scenario,1.0
Technology Assumptions,1.0
technology responsiveness,1.0
AEO2001 reference case,1.5
supply-side technologies,1.0
program spending,1.0
program activity,1.0
energy supply,1.0
advanced scenario,1.0
reference case,1.0
2002 start date,1.5
demand-side technologies,1.0
significant review,1.0
gas consumption,1.0
incremental program costs,1.5
emission caps,1.0
policy scenarios,1.0
1999 reference case,1.5
AEO2001 reference case,1.5
policy scenarios,1.0
electricity consumption,1.0
existing program,1.0
estimated program expenditures,1.5
analytical framework,1.0
program cost,1.0
transportation programs,1.0
Incremental Policy Costs,1.5
additional funds,1.0
technology characterization,1.0
AEO2001 analysis,1.0
program spending,1.0
policy scenarios,1.0
significant part,1.0
program spending,1.0
reference case,1.0
technology assumptions,1.0
policy spending,1.0
additional spending,1.0
program spending,1.0
net effect,1.0
increased program,1.0
1999 reference case,1.5
AEO2001 reference case,1.5
