Themes/Phrases,strength
postal reform,1.0
took issue,1.0
expedited treatment,1.0
postal reform,1.0
word search,1.0
postal reform,1.0
postal reform,1.0
rate increases,1.0
future cost increases,1.5
downward pressure,1.0
capped rates,1.0
last provision,1.0
really likely,1.0
spine cost containment,1.5
principle objectives,1.0
low cost,1.0
efficient provider,1.0
Regulatory Commissioner,1.0
fast track,1.0
price cap regime,1.5
altogether clear,1.0
statutory revenue cap,1.5
postal landscape,1.0
escape clause,1.0
legislative reform,1.0
future bill,1.0
effective cost,1.0
containment program,1.0
legislative reform,1.0
fixing things,1.0
postal bill,1.0
reform bill,1.0
fact audits,1.0
legislative reform,1.0
pre-approved role,1.0
current complement,1.0
legislative equation,1.0
legislative change,1.0
postal community,1.0
current law,1.0
carrying information,1.0
information source,1.0
congressional action,1.0
hot topic,1.0
service agreements,1.0
niche classification,1.0
qualified mailers,1.0
purported desire,1.0
frequent cases,1.0
task force,1.0
drawing board,1.0
current law,1.0
task force recommendation,1.5
frequent rate increases,1.5
double digit,1.0
rate shock,1.0
four-year rate cycle,1.5
mid-cycle adjustment,1.0
serious thought,1.0
two-year rate case cycle,2.0
getting documents,1.0
periodic increases,1.0
little cooperation,1.0
rate approach,1.0
substantial savings,1.0
delivery firms,1.0
several suggestions,1.0
package services,1.0
low weight,1.0
single piece parcels,1.5
delivery confirmation,1.0
currently available,1.0
Class mail,1.0
delivery confirmation piece,1.5
delivery confirmation purposes,1.5
electronic filing,1.0
low weight,1.0
last mile,1.0
price means,1.0
over-the-counter retail parcels,1.5
individual purchases delivery,1.5
package Priority,1.0
satisfied customers,1.0
Certified mail,1.0
special trip,1.0
special trip,1.0
Delivery confirmation,1.0
USPS volume,1.0
congressional hearing,1.0
bleak picture,1.0
hard copy mail,1.5
uneducated guess,1.0
glide path,1.0
transactional mail volume,1.5
direct mail campaigns,1.5
tech ventures,1.0
hard copy,1.0
pure play,1.0
launch catalogues,1.0
similar views,1.0
past summer,1.0
variable costs,1.0
pleasant prospect,1.0
business person,1.0
shedding volume,1.0
data restrictions,1.0
direct marketing,1.0
Journal-Constitution article,1.0
state levels,1.0
overreaching law,1.0
direct marketers,1.0
list companies,1.0
hot issue,1.0
privacy issue,1.0
direct marketers,1.0
list companies,1.0
big chunk,1.0
mailing community,1.0
person data,1.0
mailer-postal community,1.0
broad-based coalition,1.0
brown trucks,1.0
personal privacy issues,1.5
information policy,1.0
nation-wide approach,1.0
federal privacy law,1.5
records access law,1.5
cornerstone concept,1.0
paying attention,1.0
privacy issue,1.0
reasonable point,1.0
white trucks,1.0
business community,1.0
federal records,1.0
federal agencies,1.0
postal issues,1.0
project manager,1.0
fair information practices,1.5
industry selfregulation,1.0
hot air,1.0
hot air balloon,1.5
technically correct,1.0
hot air balloon,1.5
Good morning ladies,1.5
postal reform,1.0
warm temperatures,1.0
1 postmortem conference,1.5
program tomorrow,1.0
rabid baseball fan,1.5
summer tan,1.0
real reason,1.0
entire time,1.0
erratic weather,1.0
last winter,1.0
fast ball,1.0
industry comments,1.0
postal ratemaking,1.0
general principles,1.0
major league diamond,1.5
home inter-league,1.0
straight skinny,1.0
34 cent stamp,1.5
fantasy baseball camp,1.5
passing interest,1.0
omnibus rates cases,1.5
general public,1.0
sufficient revenue,1.0
Postal Service,1.0
reasonably assignable,1.0
n't free,1.0
type ofmail service,1.5
general policies,1.0
estimated costs,1.0
specific ratemaking factors,1.5
available alternative means,1.5
mail service,1.0
mail matter,1.0
general public,1.0
rate increases,1.0
reasonable costs,1.0
mail matter,1.0
postal costs,1.0
service bearthe,1.0
business mailusers,1.0
various classes,1.0
postal services,1.0
entire schedule,1.0
mail matter,1.0
special mention,1.0
operational costs,1.0
mandatory factor,1.0
sufficient revenue,1.0
almost everyone,1.0
total operating costs,1.5
classification case,1.0
factor number,1.0
cost differences,1.0
average increase,1.0
First-Class mail,1.0
work-sharing discounts,1.0
ignoring cost differentials,1.5
press statement,1.0
excessive discounts,1.0
First-Class mail,1.0
formidable group,1.0
average increase,1.0
Percent Contribution,1.0
institutional cost,1.0
overhead burden,1.0
postal system,1.0
electronic bill presentment,1.5
institutional cost pie,1.5
institutional costs,1.0
total costs,1.0
pleasant prospect,1.0
costing methodology,1.0
cost differential,1.0
previous rate,1.0
cost avoidances,1.0
giving away revenue,1.5
suggesting others mailers,1.5
First-Class mail,1.0
Total Contribution,1.0
Institutional Costs,1.0
Revenue Cost,1.0
pie chart,1.0
rate case,1.0
heftier increases,1.0
reform package,1.0
learned nothing,1.0
First-Class mail,1.0
disproportionate share,1.0
First-Class mail,1.0
transaction mail,1.0
big slice,1.0
institutional pie,1.0
R20001 case,1.0
additional funds,1.0
past years,1.0
operating debt,1.0
total amount,1.0
unforeseen events,1.0
cause celebre,1.0
rate case,1.0
sponsored evidence,1.0
future increases,1.0
operational data,1.0
recent information,1.0
original cost projections,1.5
initial package,1.0
presenting estimates,1.0
updating effort,1.0
increased fuel costs,1.5
additional labor costs,1.5
actual cost-of-living adjustments,1.5
additional revenue,1.0
past spring,1.0
fuel surcharge,1.0
costing-cutting initiatives,1.0
concerning costs,1.0
productivity plan,1.0
promised amount,1.0
billion dollar contingency,1.5
contingency issue,1.0
public meeting,1.0
gloom projections,1.0
board meeting,1.0
rate increases,1.0
quite happy,1.0
contingency provision,1.0
evidentiary record,1.0
sufficient revenue,1.0
cost data,1.0
good point,1.0
private sandbox,1.0
recovering unforeseen,1.0
Recommended Decision,1.0
unforeseen events,1.0
financial picture,1.0
postal officials,1.0
1 Rate Decision,1.5
regarding rates,1.0
Unexplained Swing,1.0
Unexplained Change,1.0
prior years,1.0
prior years losses,1.5
operating plan,1.0
USPS assumptions,1.0
ones substitutes,1.0
PRC rates,1.0
PRC assumptions,1.0
unexplained swing,1.0
July-August updates,1.0
operating plan figures,1.5
line swing,1.0
ratemaking process,1.0
near-term rate implications,1.5
several classes,1.0
score card,1.0
total volume,1.0
average increase,1.0
Periodical mail rates,1.5
small matter,1.0
non-machinable surcharge,1.0
cost updates,1.0
Standard pound rate,1.5
last minute legislation,1.5
zero sum situation,1.5
Lowering pound rates,1.5
revenue target,1.0
piece rates,1.0
omnibus rate case,1.5
guiding principles,1.0
rate recommendations,1.0
Saw barrel,1.0
passing interest,1.0
last shot,1.0
forgetting something,1.0
peacock tomorrow,1.0
feather duster,1.0
postal reform,1.0
campaign ribbons,1.0
straight lines,1.0
passing rate case,1.5
trumped caps,1.0
legislative reform,1.0
tattered battle flag,1.5
red coats,1.0
tired ammunition,1.0
Price caps,1.0
Dilbert kind,1.0
postal community,1.0
personal data,1.0
postal reform,1.0
privacy area,1.0
restrictive state bills,1.5
bipartisan appeal,1.0
framework everyone,1.0
USPS proposals,1.0
previous incarnation,1.0
point man,1.0
information policy,1.0
federal preemption,1.0
limiting causes,1.0
stumbling blocks,1.0
large nothing,1.0
cost savings,1.0
Delivery Confirmation,1.0
concurring opinion,1.0
restrictive privacy legislation,1.5
federal level,1.0
low cost service,1.5
logistics companies,1.0
107th searches,1.0
common ground,1.0
niche classifications,1.0
oldfashioned offerings,1.0
extending Delivery Confirmation,1.5
simple solutions,1.0
plain tired,1.0
hardly anyone,1.0
little boy,1.0
window clerk,1.0
letter carrier,1.0
prompt consideration,1.0
pretty clear,1.0
little fellow,1.0
asked nothing,1.0
wrap things,1.0
kind soul,1.0
making ends,1.0
pretty rough,1.0
Gleiman joke,1.0
Postal Worksharing,1.0
postal rate case postmortem,2.0
introducing competition,1.0
postal system,1.0
final delivery,1.0
postal work,1.0
universal service obligation,1.5
postal systems,1.0
scale economies,1.0
government organizations,1.0
postal service,1.0
final delivery,1.0
worksharing notion,1.0
particular piece,1.0
technical matter,1.0
postal service2,1.0
worksharing process,1.0
worksharing discounts,1.0
rate setting,1.0
specific customers,1.0
contract rates,1.0
obvious questions,1.0
mailing organizations,1.0
postal service,1.0
postal system,1.0
postal work,1.0
private firms,1.0
term competitors,1.0
postal delivery,1.0
postal rate circles,1.5
former term,1.0
postal activity,1.0
almost half,1.0
postal service,1.0
preparation requirements,1.0
either workshared,1.0
quite large,1.0
considerable sums,1.0
Postal Rate,1.0
considerable expense,1.0
electronic substitutes,1.0
basic starting,1.0
postal service,1.0
competing carriers,1.0
name change,1.0
worksharing program,1.0
sounding meritorious,1.0
worksharing discounts,1.0
natural outcome,1.0
Efficient Component Pricing,1.5
simple cost difference,1.5
community newspapers,1.0
cost person,1.0
workshared product,1.0
marginal cost,1.0
downstream access,1.0
postal service,1.0
politically correct,1.0
commonly contract,1.0
incremental savings,1.0
Third Class,1.0
formal matter,1.0
worksharing program,1.0
opportunity cost,1.0
delivery network,1.0
postal service,1.0
postal service charges,1.5
various approaches,1.0
different discount,1.0
associated sets,1.0
discount levels,1.0
basic mail,1.0
own-price elasticities,1.0
cross-price elasticities,1.0
concluding observations,1.0
marginal cost plus,1.5
workshare price,1.0
wide margins,1.0
middle 1970s,1.0
additional ounce,1.0
entire discussion,1.0
econometric model,1.0
various welfare aspects,1.5
workshared mail,1.0
7 discount elasticities,1.5
no-shift elasticities,1.0
discount levels,1.0
third part,1.0
worksharing program,1.0
fairness issues,1.0
workshare program,1.0
unit opportunity cost,1.5
much work,1.0
third-class mail,1.0
processing characteristics,1.0
third-class mail,1.0
quite different,1.0
6 presort levels,1.5
automation category,1.0
automation category,1.0
latter case,1.0
minimum charge,1.0
First-Class piece,1.0
automation category,1.0
third class,1.0
presorted category,1.0
carrier route,1.0
various price differences,1.5
own-price elasticity,1.0
specific locations,1.0
Presort firms,1.0
specific discounts,1.0
automation category,1.0
additional ounces,1.0
presort level,1.0
actual cost differences,1.5
postal service,1.0
no-shift elasticity,1.0
workshared category,1.0
trucking firms,1.0
postal work,1.0
great distances,1.0
assuring machinability,1.0
drop shipping,1.0
understanding mailer responses,1.5
plain meaning,1.0
postal service,1.0
worksharing situation,1.0
character reader,1.0
postal service,1.0
postal service,1.0
sorting machine,1.0
sorting operations,1.0
possible reasons,1.0
wide range,2.0
drop-ship discount,1.0
lower-price contracts,1.0
trucking firms,1.0
pure type,1.0
postal service,1.0
productivity levels,1.0
postal systems,1.0
latter possibility,1.0
destination mail,1.0
completely full,1.0
postal administration,1.0
profit position,1.0
worksharing situation,1.0
presort discounts,1.0
trucking operator,1.0
practical matter,1.0
welfare level,1.0
postal service,1.0
discount level,1.0
workshared result,1.0
mailing list,1.0
postal service,1.0
slight modification,1.0
postal service,1.0
postal service,1.0
2 discount situation,1.5
welfare point,1.0
digit level,1.0
presort bureau,1.0
mailing firm,1.0
primary example,1.0
common service,1.0
potential gains,1.0
extremely attractive,1.0
barcoded zips,1.0
improved service,1.0
destination facility,1.0
achieving delivery,1.0
considering drop shipping,1.5
distant location,1.0
improved service,1.0
drop shipping,1.0
day loss,1.0
presort firms,1.0
improved service,1.0
additional work,1.0
presort firm,1.0
associated service,1.0
welfare point,1.0
same-day entry,1.0
nearby locations,1.0
postal system,1.0
4 discount situation,1.5
efficient ways,1.0
drop-ship discounts,1.0
drop-ship discount,1.0
destination office,1.0
flat differential,1.0
nationwide price,1.0
destination price,1.0
drop-ship discount,1.0
destination entry,1.0
quite natural,1.0
sending mail,1.0
trucking firm,1.0
drop-ship discount,1.0
printing cost,1.0
rate structure,1.0
flat rate differential,1.5
efficient piece,1.0
letter-size piece,1.0
cost-based rates,1.0
postal service,1.0
postal system,1.0
drop-ship discount,1.0
flat differential,1.0
postal work,1.0
average piece,1.0
long-distance mail,1.0
rate differential,1.0
obvious example,1.0
private delivery firm,1.5
natural result,1.0
postal service charges,1.5
mile rate,1.0
low-cost carrier,1.0
worksharing aspects,1.0
drop shipping,1.0
rate structure,1.0
Section Conclusion,1.0
worksharing discounts,1.0
postal service,1.0
multiple aspects,1.0
various types,1.0
relative bargain,1.0
postal service,1.0
private firm,1.0
private firms,1.0
delivering parcels,1.0
actual costs,1.0
worksharing activity,1.0
drop-ship discounts,1.0
distance differentials,1.0
postal service,1.0
distance-sensitive rates,1.0
mail boxes,1.0
drop-ship discounts,1.0
1 rate case,1.5
Postal Rate,1.0
saturation mail,1.0
econometric model,1.0
Specific Model,1.0
basic mail,1.0
workshared mail,1.0
actual model,1.0
constant term,1.0
basic mail,1.0
present purposes,1.0
interest centers,1.0
price variables,1.0
discount variables,1.0
workshared mail,1.0
volume variables,1.0
non-workshared category,1.0
price variables,1.0
workshared mail,1.0
traditional elasticity,1.0
no-shift elasticity,1.0
traditional models,1.0
ordinary elasticities,1.0
workshare category,1.0
exactly equal,1.0
Substituting Equation,1.0
symmetry condition,1.0
rate cases,1.0
demand equations,1.0
observation point,1.0
traditional model,1.0
own-price elasticities,1.0
traditional model,1.0
cross elasticities,1.0
partial derivatives,1.0
traditional model,1.0
current position yields,1.5
basic mail,1.0
witness Thress,1.0
workshared mail,1.0
rather inelastic,1.0
Thress model,1.0
Thress equations,1.0
flat-size pieces,1.0
letter-size pieces,1.0
digit level,1.0
light-weight pieces,1.0
small proportion,1.0
presorted mail,1.0
carrier route,1.0
basic mail,1.0
Direct Testimony,1.0
complete model,1.0
seasonal coefficients,1.0
First-Class cards,1.0
transitory income,1.0
dummy variables,1.0
user costs,1.0
weighted average,1.0
weighted price,1.0
basic mail,1.0
price index,1.0
workshared pieces,1.0
workshared mail,1.0
rate differences,1.0
basic category,1.0
qualitative characteristics,1.0
workshare discount,1.0
non-standard pieces,1.0
workshared mail,1.0
basic mail,1.0
workshare category,1.0
reasonably uniform,1.0
weighted average,1.0
basic mail,1.0
basic mail,1.0
similar pieces,1.0
price level,1.0
candidate mail,1.0
certain graphs,1.0
workshared mail,1.0
costing systems,1.0
workshared mail exhibits,1.5
basic mail,1.0
marginal costs,1.0
workshared mail,1.0
always machine readable,1.5
basic pieces,1.0
marginal costs,1.0
technical efficiency,1.0
average weight,1.0
basic mail,1.0
per-piece cost,1.0
workshared pieces,1.0
basic category,1.0
workshared pieces,1.0
basic pieces,1.0
handwritten addresses,1.0
basic pieces,1.0
workshare category,1.0
substantial degree,1.0
present purposes,1.0
cost differences,1.0
current cost difference,1.5
current discount,1.0
upward slope,1.0
workshared condition,1.0
discount changes,1.0
workshared mail,1.0
candidate mail,1.0
postal parlance,1.0
easily calculable,1.0
marginal cost,1.0
initial position,1.0
setting process,1.0
cost avoidance,1.0
marginal cost,1.0
additional pieces,1.0
breakeven position,2.0
Vb equation,1.0
institutional costs,1.0
efficient component pricing,1.5
demand equations,1.0
elasticity equations,1.0
eXe equations,1.0
different behavior,1.0
current operating point,1.5
current point,1.0
workshared mail,1.0
sloping supply,1.0
Thress equation,1.0
basic volume,1.0
current operating point,1.5
general kinds,1.0
cross elasticities,1.0
good predictions,1.0
moderate changes,1.0
cross elasticities,1.0
various adjustments,1.0
technical efficiency,1.0
welfare levels,1.0
simple demand curves,1.5
shifting curves,1.0
relatively robust,1.0
several methods,1.0
basic price,1.0
basic volume,1.0
small side,1.0
basic category,1.0
current operating,1.0
cross elasticities,1.0
demand curves,1.0
discounts increase,1.0
worksharing volume,1.0
discount levels,1.0
base position,1.0
latter assumption,1.0
volume equations,1.0
absolute level,1.0
workshare market,1.0
technical efficiency,1.0
shifting volume,1.0
basic market,1.0
workshare price,1.0
certain level,1.0
price cap,1.0
similar estimates,1.0
welfare effects,1.0
cost provider,1.0
former model,1.0
workshared mail,1.0
additional worksharing,1.0
discount increases,1.0
potential mailers,1.0
sending mail,1.0
base position,1.0
Thress model,1.0
basic category,1.0
workshare prices,1.0
leaving shift volume,1.5
technical efficiency gains,1.5
Thress model,1.0
distant results,1.0
initial volume,1.0
large neighborhood,1.0
basic category,1.0
certain quantity,1.0
customary demand,1.0
demand curve,1.0
technical efficiency,1.0
consumer welfare,1.0
leaving shift volume,1.5
demand curve,1.0
affecting volume,1.0
market gain,1.0
price changes,1.0
original workshare price,1.5
workshare shift volume,1.5
workshare shift volume,1.5
workshare shift volume,1.5
affecting quantity,1.0
much mail,1.0
demand functions,1.0
customarily rich,1.0
workshare Equation,1.0
workshared volume,1.0
shifting volume,1.0
workshare category,1.0
basic category,1.0
preparation costs,1.0
user costs,1.0
user cost,1.0
average user,1.0
arriving shift volume,1.5
workshare category,1.0
user cost,1.0
basic category,1.0
elasticity Thress,1.0
original discount,1.0
shifting mail,1.0
leaving shift volume,2.1666667
shifting volume,1.0
workshare mailers,1.0
basic category,1.0
separate step,1.0
price difference,1.0
basic price,1.0
basic category,1.0
absolute value,1.0
unacceptably large,1.0
shifting mailers,1.0
shift volume,1.0
basic mailers,1.0
workshare category,1.0
unbalanced situation,1.0
price difference,1.0
user cost,1.0
alternative estimate,1.0
arriving shift,1.0
basic mailers,1.0
welfare effect,1.0
leaving shift volume,1.5
user cost,1.0
original discount,1.0
workshare price,1.0
leaving shift volume,1.5
workshare category,1.0
trapezoid-like figures,1.0
workshare price,1.0
leaving shift volume,1.5
price position,1.0
attendant growth,1.0
shifting mailers,1.0
shifting mailers,1.0
welfare gain,1.0
shift volume,1.0
arriving shift volume,1.5
cross-hatched trapezoid area,1.5
arriving shift volume,1.5
original discount,1.0
workshared volume,1.0
workshared mail,1.0
right-hand sides,1.0
arriving shift volume,1.5
shift volume,1.0
price decrease,1.0
crosshatched trapezoid area,1.5
welfare gain,1.0
worksharing discounts,1.0
overall volume,1.0
volume growth,1.0
postal service,1.0
account representative,1.0
leaving shift volume,1.5
service finances,1.0
mailer welfare,1.0
postal services,1.0
government enterprises,1.0
sales people,1.0
product differentiation,1.0
convincing customers,1.0
sometimes restrictions,1.0
appearance reasons,1.0
basic category,1.0
price range,1.0
shifting volume,1.0
shifting volume leaves,1.5
basic price,1.0
price index,1.0
basic category,1.0
shift volume leaves,1.5
welfare gain,1.0
workshare market,1.0
shift volume,1.0
technical gain,1.0
shift volume times,1.5
postal cost,1.0
user cost,1.0
user cost,1.0
technical gain,1.0
next page,1.0
profit results,1.0
basic price,1.0
Several observations,1.0
shifting volume,1.0
rather distant,1.0
basic category increases,1.5
price index,1.0
revised price index,1.5
basic category,1.0
clearly small,1.0
shifting volume,1.0
welfare gain,1.0
technical gain,1.0
workshared mail,1.0
Thress model,1.0
noshift elasticity,1.0
Thress model,1.0
profit increases,1.0
technical loss,1.0
higher-cost person,1.0
Thress model,1.0
profit increase,1.0
technical losses,1.0
Several ceteris-paribus,1.0
absolute value,1.0
graphs decrease,1.0
own-price elasticities,1.0
worksharing equations,1.0
basic mail,1.0
corresponding elasticities,1.0
basic equations,1.0
Thress model,1.0
discount elasticity,1.0
corresponding elasticities,1.0
corresponding zeros,1.0
fixed basic price,1.5
current position,1.0
workshare work,1.0
using Equations,1.0
following table,1.0
worksharing discount,1.0
following observations,1.0
worksharing discount,1.0
using figures,1.0
Thress equations,1.0
profit increase,1.0
efficient provider,1.0
workshared mail,1.0
postal service,1.0
technical loss,1.0
worksharing discount,1.0
technical gain,1.0
workshare work,1.0
ifthe discount elasticities,1.5
discount decreases,1.0
profit incentive,1.0
no-shift own-price elasticity,1.5
constituting Figure,1.0
small differences,1.0
mailer welfare gains,1.5
current discount,1.0
Thress model,1.0
cross elasticities,1.0
workshare category,1.0
course opposite,1.0
mailer welfare,1.0
Net Gain,1.0
next step,1.0
basic price,1.0
simultaneous solution,1.0
net revenue,1.0
base position,1.0
Discount Changes,1.0
insoluble algebra,1.0
backsolver routine,1.0
discount changes,1.0
net revenue,1.0
next step,1.0
shift volume,1.0
crosshatched trapezoid,1.0
welfare loss,1.0
leaving shift volume,1.5
shift volume,1.0
basic market,2.0
following graph,1.0
demand curve,1.0
welfare effects,1.0
ownprice elasticity,1.0
shift volume leaves,1.5
basic market,1.0
workshare market,1.0
technical cost effects,1.5
net welfare,1.0
workshare market,1.0
shift volume,1.0
user costs,1.0
leaving shift volume,1.5
discount increases,1.0
discount decreases,1.0
shifting volume,1.0
basic results,1.0
welfare level,1.0
workshare services,1.0
supply curve,1.0
traditional form,1.0
vertical axis,1.0
technical losses,1.0
considerable attention,1.0
subclass approach,1.0
percentage markup,1.0
rate difference,1.0
average rate levels,1.5
worksharing discounts,1.0
average rate,1.0
simple example,1.0
cost difference,1.0
cost difference,1.0
cost difference,1.0
subclass approach,1.0
rate category,1.0
basic mail,1.0
rate category approach,1.5
considerable attention,1.0
declining rate,1.0
level increases,1.0
workshare market,1.0
¢ discount level,1.5
basic volume,1.0
welfare gains,1.0
overall volume,1.0
rate difference,1.0
prepared estimates,1.0
welfare gains,1.0
workshare work,1.0
efficient worksharing discounts,1.5
subclass treatment,1.0
category treatment,1.0
Directt Testimony,1.0
discount level,1.0
Thress model,1.0
welfare gain,1.0
Thress model,1.0
discount level,1.0
net gain,1.0
efficient discounts,1.0
concerning rate,1.0
different proportionate markups,1.5
general welfare,1.0
basic market,1.0
welfare loss,1.0
workshare category,1.0
small net gains,1.5
large gains,1.0
low discounts,1.0
own-price elasticity,1.0
basic volume,1.0
basic curves,1.0
Thress model,1.0
notably large,1.0
workshare services,1.0
supply curves,1.0
discount levels,1.0
basic volume,1.0
workshared volume,1.0
no-shift elasticities,1.0
current position,1.0
large losses,1.0
discount level,1.0
considerable discussion,1.0
welfare gains,1.0
show supply levels,1.5
Thress model,1.0
natural question,1.0
efficient discount,1.0
cost figure,1.0
surrounding rate category,1.5
subclass status,1.0
workshare category,1.0
cross elasticities,1.0
discount elasticities,1.0
vertical axes,1.0
special runs,1.0
discount elasticities,1.0
efficient discount levels,1.5
No-Shift Easticities,1.0
Workshare equal,1.0
optimal discount,1.0
substantial welfare gains,1.5
welfare gains,1.0
quite small,1.0
no-shift elasticities,1.0
workshared product,1.0
moderate movements,1.0
current position,1.0
somewhat different,1.0
cost savings,1.0
cross elasticities,1.0
next section,1.0
7 Discount Elasticity,1.5
worksharing program,1.0
8 Discount Elasticities,1.5
basic price,1.0
worksharing program,1.0
equilibrium position,1.0
existing program,1.0
sufficient volume,1.0
low cost,1.0
presorting work,1.0
optical character readers,1.5
worksharing discounts,1.0
conservative starting point,1.5
postal service,1.0
hard evidence,1.0
presort discount,1.0
previous section,1.0
making changes,1.0
achieving drop shipment,1.5
presort volume,1.0
computerized mailing systems,1.5
supply curve,1.0
presort firms,1.0
presort firms,1.0
attractive customers,1.0
difficult mail,1.0
postal service,1.0
private industry,1.0
postal industry,1.0
previous part,1.0
supply curve,1.0
postal service,1.0
interesting possibilities,1.0
postal service,1.0
postal service,1.0
digit level,1.0
postal service cost curve,2.5
postal service,1.0
postal service,1.0
cost curve,1.0
billion-piece level,1.0
cost curve,1.0
low slope,1.0
presort volume,1.0
sorting machine,1.0
previous part,1.0
operating point,1.0
appropriate barcode,1.0
small changes,1.0
previous part,1.0
computer screen,1.0
almost horizontal,1.0
several figures,1.0
discount level,1.0
supply curve,1.0
attractive mail,1.0
presort volume,1.0
postal service,1.0
mildly unattractive,1.0
Video operation,1.0
upper limit,1.0
cost curves,1.0
postal service,1.0
simply equal,1.0
total savings,1.0
supply curve,1.0
cost curve,1.0
boxes shows,1.0
postal revenue decreases,1.5
cent times,1.0
total cost,1.0
discount level,1.0
presort volume,1.0
mailing organizations,1.0
cost curve,1.0
postal service,1.0
technical gain,1.0
cost provider,1.0
postal service,1.0
profit position,1.0
discount level,1.0
horizontal axis,1.0
postal cost decreases,1.5
profit position,1.0
technical gain,1.0
basic price,1.0
non-presorted mail,1.0
optimal move,1.0
postal service,1.0
excess money,1.0
Additional work,1.0
presort program,1.0
profit level declines,1.5
additional presorting,1.0
technical gain,1.0
cost provider,1.0
Pareto optimal,1.0
postal service,1.0
discount increases,1.0
profit level declines,1.5
substantial gain,1.0
Pareto optimal move-no,1.5
presort program,1.0
technical gains,1.0
cost provider,1.0
postal service,1.0
approximately equal,1.0
net welfare level,1.5
previous part,1.0
net increase,1.0
readily available,1.0
rate difference,1.0
worksharing programs,1.0
Various statements,1.0
clearly due,1.0
basic mail,1.0
workshared mail,1.0
incremental savings,1.0
third statement,1.0
workshare price,1.0
marginal cost,1.0
basic category,1.0
shift volume,1.0
fourth statement,1.0
full knowledge,1.0
empirical work,1.0
presort programs,1.0
appropriate discount levels,1.5
simple cost difference,1.5
worksharing program,1.0
unit opportunity cost,1.5
postal service loss,1.5
current discount,1.0
Concluding Observations,1.0
current position,1.0
basic mail,1.0
presort discounts,1.0
moderate movements,1.0
current position,1.0
worksharing discounts,1.0
wide range,1.0
net welfare gains,1.5
powerful profit incentive,1.5
postal profits,1.0
worksharing situations,1.0
low-cost provider,1.0
associated losses,1.0
mailer welfare,1.0
technical costs,1.0
associated welfare effects,1.5
Specific estimates,1.0
make-or-buy decision,1.0
postal service,1.0
profit reason,1.0
worksharing discounts,1.0
optimal position,1.0
profit maximization,1.0
cross elasticities,1.0
large mailers,1.0
maximum welfare position,1.5
presort program,1.0
worksharing discounts,1.0
optimal discount,1.0
no-shift own-price elasticities,1.5
highly accurate,1.0
welfare findings,1.0
attendant cross elasticities,1.5
electronic form,1.0
zipped form,1.0
serious reviewers,1.0
postal services,1.0
increasing competition,1.0
considerable attention,1.0
economic rents,1.0
Postal administrations,1.0
competitive pressure,1.0
main file,1.0
efficient price structures,1.5
product innovation,1.0
political process,1.0
certain classification structures,1.5
market forces,1.0
Delivery Economics,1.0
regulatory agency,1.0
Postal Reorganization,1.0
sustainable monopoly,1.0
joint production,1.0
competitive outcomes,1.0
competitive environment,1.0
letter mail,1.0
apartment complexes,1.0
non-market choices,1.0
lost volume,1.0
mail stream,1.0
required continuation,1.0
mailbox rule,1.0
mailbox rule,1.0
similar replacement agency,1.5
volume losses,1.0
financial losses,1.0
rate increases,1.0
investor losses,1.0
private enterprise,1.0
sustainable monopoly,1.0
competitive configurations,1.0
cost-based signals,1.0
general population,1.0
general access,1.0
active competitors,1.0
viable option,1.0
third section,1.0
fifth section,1.0
postal products,1.0
wide latitude,1.0
entire organization,1.0
sixth deals,1.0
general issue,1.0
cost recognition,1.0
next section,1.0
general guidelines,1.0
general directions,1.0
handwritten correspondence,1.0
considerable extent,1.0
inverse price caps,1.5
service levels,1.0
adjustment process,1.0
high-demand mail,1.0
rule segments,1.0
substantial portion,1.0
mail volume,1.0
special features,1.0
service levels,1.0
competitive forces,1.0
licensing access,1.0
mail box,1.0
incremental cost,1.0
grant volume discounts,1.5
monopoly power,1.0
monopoly mail categories,1.5
profit motive,1.0
effective competition,1.0
profit-maximizing firm,1.0
free forwarding,1.0
service levels,1.0
normal profit level,1.5
narrow product categories,1.5
performance bonuses,1.0
certain products,1.0
excessive prices,1.0
Considerable attention,1.0
specific customers,1.0
no-strike rule,1.0
incremental-cost floors,1.0
current state,1.0
eighth sections,1.0
critically important,1.0
First-Class rates,1.0
Standard-A rates,1.0
large portion,1.0
economic matter,1.0
price caps,1.0
minor adjustment,1.0
universal service,1.0
efficient firms,1.0
supra-normal profits,1.0
persistent profits,1.0
place price caps,1.5
binding arbitration,1.0
reasonable terms,1.0
present structure,1.0
pay caps,1.0
labor environment,1.0
everyday reality,1.0
regional wage differentials,1.5
joint production,1.0
IMMEDIATE CHANGES,1.0
separate rates,1.0
classroom material,1.0
labor negotiations,1.0
eminent domain,1.0
commercial rates,1.0
separate in-county rates,1.5
separate rates,1.0
special arrangements,1.0
separate rates,2.0
blind mail,1.0
preferred categories,1.0
rate case,1.0
special rate arrangements,1.5
agriculture mail,1.0
rate levels,1.0
increase revenue,1.0
separate subclass,1.0
advertising content,1.0
parcel mail,1.0
low volumes,1.0
data systems,1.0
book subclass,1.0
competitive disadvantage,1.0
third change,1.0
setting rates,1.0
competitive system,1.0
pay surface rates,1.5
surface transportation,1.0
reduced rates,1.0
substantial reductions,1.0
rate arrangement,1.0
air rates,1.0
additional revenues,1.0
possibly air rates,1.5
Alaskan air,1.0
competitive system,1.0
surface transportation,1.0
late 1970s,1.0
rate case figures,1.5
office closings,1.0
police powers,1.0
rural routes,1.0
