Themes/Phrases,strength
technical expertise,1.0
security professionals,1.0
central group,1.0
outside firm,1.0
information security,1.0
access control,1.0
information security career,1.5
central security,1.0
training emphasis,1.0
technical conferences,1.0
external training,1.0
central group,1.0
various business units,1.5
information security officers,1.5
week increments,1.0
information systems group,1.5
management groups,1.0
security features,1.0
required staff members,1.5
financial services corporation,1.5
central group,1.0
technical literature,1.0
broad range,1.0
security-related topics,1.0
including general,1.0
senior information security,1.5
emerging trend,1.0
working relationship,1.0
professional certification,1.0
security manager,1.0
joint effort,1.0
several information,1.0
certification program,1.0
information security,1.0
security-related organizations,1.0
system administrators,1.0
security intrusions,1.0
full-time job,1.0
technical skills,1.0
security administrators,1.0
security administrators,1.0
excellent communication skills,1.5
different challenges,1.0
related access,1.0
unusual activity,1.0
technical expertise,1.0
minimal skills,1.0
day-to-day security functions,1.5
security incident,1.0
individual system administrators,1.5
maintaining security controls,1.5
special training sessions,1.5
business managers,1.0
technically expert,1.0
system user accounts,1.5
system administrators,1.0
federal agencies,1.0
collateral duty,1.0
spotting incidents,1.0
systems administrators,1.0
information technology experts,1.5
central security group,1.5
access rights,1.0
included sessions,1.0
information security,1.0
biannual conference,1.0
state agency,1.0
major challenge,1.0
security staff,1.0
financial services corporation,1.5
competitive pay,1.0
central security group,1.5
professional training organizations,1.5
on-campus training,1.0
software testing,1.0
expert staff,1.0
flexible work schedules,1.5
work environment,1.0
telecommuting opportunities,1.0
giving presentations,1.0
professional organization,1.0
relatively low-cost,1.0
information security programs,1.5
business partners,1.0
technical nature,1.0
presented training courses,1.5
engaging contractors,1.0
statewide training conference,1.5
state organization,1.0
specific procedures,1.0
technical controls,1.0
internal controls,1.0
Link Policies,1.0
Business Risks,1.0
state information security,1.5
administrative support,1.0
meeting rooms,1.0
primary mechanism,1.0
risk considerations,1.0
supporting policies,1.0
up-to-date policies,1.0
state agency,1.0
information security,1.0
professional contacts,1.0
viewed information security policies,2.0
management cycle,1.0
senior security managers,1.5
interconnected computing environment,1.5
recent strengthening,1.0
security programs,1.0
comprehensive set,1.0
information security policies,1.5
effective corporatewide security,1.5
significant risks,1.0
security weaknesses,1.0
explicit policies,1.0
technical controls,1.0
technical controls,1.0
user behavior,1.0
manufacturing company,1.0
logical access controls,1.5
networked environment,1.0
user behavior,1.0
financial services corporation,1.5
central security,1.0
related control,1.0
administrator responsibilities,1.0
electronic communications,1.0
particular attention,1.0
risk area,1.0
clearly understandable,1.0
unauthorized manner,1.0
altering data,1.0
employee code,1.0
entire network,1.0
large audience,1.0
concise high-level policies,1.5
detailed information,1.0
organizational computer files,1.5
inappropriate Internet,1.0
extensive use,1.0
electronic mail,1.0
incident response,1.0
organizational policies,1.0
user behavior,1.0
information security risks,1.5
electronic mail,1.0
damaging viruses,1.0
clear guidance,1.0
user behavior,1.0
entire network,1.0
possible user actions,1.5
user behavior,1.0
security policies,1.0
commercial enterprises,1.0
including prohibitions,1.0
password disclosure,1.0
nontechnical language,1.0
security officers,1.0
computer vendor,1.0
senior security officer,1.5
information security policies,1.5
Security manager,1.0
Detailed guidelines,1.0
important supplement,1.0
common technique,1.0
organizational information,1.0
fundamental requirements,1.0
top management,1.0
detailed rules,1.0
unit managers,1.0
several benefits,1.0
formal review,1.0
Several security managers,1.5
short policies,1.0
important elements,1.0
information security,1.0
important aspects,1.0
organizations security,1.0
organizational policies,1.0
detailed policies,1.0
utility company,1.0
corporate asset,1.0
information owners,1.0
thorough understanding,1.0
good security,1.0
information protection program,1.5
data classification categories,1.5
recommended guidelines,1.0
subordinate security managers,1.5
information protection policies,1.5
allowed business units,1.5
protection needs,1.0
business managers,1.0
page reference guide,1.5
explanatory discussions,1.0
self-assessment questionnaires,1.0
information assets,1.0
individual unit,1.0
financial services corporation,1.5
developed software,1.0
rare exception,1.0
central groups,1.0
organizational needs,1.0
internal auditors,1.0
business managers,1.0
developed policies,1.0
information security rules,1.5
unique software inhouse,1.5
central information security,1.5
central security group,1.5
central security management groups,2.0
internal audit,1.0
focal points,1.0
user questions,1.0
top university officials,1.5
security policy committee,1.5
central security management groups,2.0
available resource,1.0
organization employees,1.0
provided guidance,1.0
readily access,1.0
computer networks,1.0
security manager,1.0
up-to-date version,1.0
security policies,1.0
useful technique,1.0
high-level requirements,1.0
organizational policies,1.0
Additional techniques,1.0
prescribed minimum password,1.5
time access,1.0
information resources,1.0
corporatewide policies,1.0
organizational policies,1.0
security managers,1.0
business managers,1.0
organizational components,1.0
policy documentation,1.0
legal counsel,1.0
student affairs,1.0
required users,1.0
security violation,1.0
promoting awareness,1.0
information security policies,1.5
next section,1.0
promoting awareness,1.0
ongoing awareness strategies,1.5
central groups,1.0
increasing everyone,1.0
encouraging policy compliance,1.5
senior security official,1.5
Information security manager,1.5
state agency,1.0
information resources,1.0
support compliance,1.0
Related Policies,1.0
important data,1.0
playing games,1.0
potential security breach,1.5
good judgment,1.0
Computer users,1.0
sensitizing computer users,1.5
information resources,1.0
information security,1.0
primarily computer,1.0
night security guard,1.5
related policies,1.0
central security group,1.5
information security policies,1.5
last point,1.0
important reasons,1.0
risk management cycle,1.5
essential element,1.0
security incident,1.0
targeting awareness efforts,1.5
improving users,1.0
retailing company,1.0
information security,1.0
regarding awareness efforts,1.5
overarching philosophy,1.0
social engineering,1.0
promotional techniques,1.0
adequate awareness,1.0
intranet websites,1.0
explained information,1.0
related policies,1.0
enthusiastic endorsements,1.0
awareness videos,1.0
organizational policies,1.0
readily accessible,1.0
protecting passwords,1.0
interactive presentations,1.0
various user,1.0
security staff,1.0
user questions,1.0
business groups,1.0
federal agencies,1.0
security briefings,1.0
significant virus infection,1.5
retailing company,1.0
information security policy development,2.0
minor incident,1.0
unintentional release,1.0
innocent requests,1.0
basic guidance,1.0
security program,1.0
organizational data classification standards,2.0
well-designed access,1.0
security awareness day,1.5
central security groups,1.5
security managers,1.0
Case Example,1.0
part-time basis,1.0
information security risks,1.5
employee awareness,1.0
financial data,1.0
awareness manager position,1.5
similar incident,1.0
awareness manager,1.0
central information security group,2.0
specific risks,1.0
organizational policies,1.0
central security group,1.5
coordinating policy,1.0
awareness activities,1.0
intranet web site,1.5
monthly bulletins,1.0
business activity,1.0
information security,1.0
demonstrating management,1.0
managing information security,1.5
security program,1.0
expressed interest,1.0
numerous factors,1.0
security programs,1.0
Periodic assessments,1.0
needed improvements,1.0
control effectiveness,1.0
monitoring compliance,1.0
analyzing security,1.0
included testing,1.0
existing policies,1.0
audit findings,1.0
information security,1.0
valuable means,1.0
identifying areas,1.0
key step,1.0
control effectiveness,1.0
computer program,1.0
various techniques,1.0
information systems activity,1.5
Security Effectiveness,1.0
corrective actions,1.0
security program,1.0
academic departments,1.0
procedural accomplishments,1.0
testing control effectiveness,1.5
central security groups,1.5
reported weaknesses,1.0
department heads,1.0
subsequent review,1.0
central security manager,1.5
ultimately responsible,1.0
important aspect,1.0
monitoring efforts,1.0
hacking techniques,1.0
Several organizations,1.0
tested system,1.0
security staff,1.0
use hacking,1.0
various organizations,1.0
unknown vulnerabilities,1.0
particularly effective,1.0
raising awareness levels,1.5
real hackers,1.0
annual tests,1.0
risk reduction techniques,1.5
emergency recovery plans,1.5
central security management groups,2.0
penetration testing,1.0
central security group,1.5
network use,1.0
academic departments,1.0
real disaster,1.0
Monitoring Compliance,1.0
system administrators,1.0
identifying plan weaknesses,1.5
extremely successful,1.0
sensitizing employees,1.0
access controls,1.0
internal auditors,1.0
student interns,1.0
organizational policies,1.0
central security group,1.5
informal feedback,1.0
correct plan weaknesses,1.5
recovery plan,1.0
contingency planning group,1.5
information protection policies,1.5
preestablished criteria,1.0
actual security incidents,1.5
Keeping summary records,1.5
budgetary decisions,1.0
central security manager,1.5
kept records,1.0
additional virus detection software,2.0
annual budget requests,1.5
quarterly reports,1.0
self-assessment tools,1.0
potential damage,1.0
computer files,1.0
comprehensive procedures,1.0
central security group,1.5
central group,1.0
organizational units,1.0
reassessing risks,1.0
unauthorized access,1.0
data compromise,1.0
system damage,1.0
Analyzing Security Incidents,1.5
resolution efforts,1.0
valuable input,1.0
risk assessments,1.0
valuable resource,1.0
virus detection software,1.5
analyzing security incidents,1.5
valuable management tool,1.5
monitoring problems,1.0
security incidents,1.0
negative effects,1.0
included denial,1.0
senior security officer,1.5
virus infections,1.0
indicating knowledge,1.0
emerging problems,1.0
disciplinary actions,1.0
personal computer,1.0
paper logbook,1.0
management information,1.0
security lapses,1.0
showed increases,1.0
incident frequency,1.0
policiesand awareness efforts,1.5
individual violation,1.0
follow-up actions,1.0
actual cost,1.0
security-related briefings,1.0
training sessions,1.0
security specialists,1.0
security managers,1.0
systems administrators,1.0
security managers,1.0
information security,1.0
business operations,1.0
initial cost,1.0
operational inefficiencies,1.0
measurement capabilities,1.0
full cost,1.0
utility company,1.0
corporate-level policy,1.0
several organizations,1.0
various types,1.0
informal records,1.0
including estimates,1.0
following case example,1.5
Case Example,1.0
Incident Database,1.0
significant information security,1.5
commercial activity,1.0
central security group,1.5
address problem areas,1.5
management tool,1.0
central security groups,1.5
Emerging Interest,1.0
risk assessments,1.0
ultimate benefits,1.0
security-related policies,1.0
full cost,1.0
inadequate controls,1.0
regarding risk assessment,1.5
actual reductions,1.0
sufficient data,1.0
primary subjects,1.0
discussed assessment techniques,1.5
measurement techniques,1.0
information security experts,1.5
improved data,1.0
monitoring efforts,1.0
security specialists,1.0
business managers,1.0
developing interest,1.0
business operations,1.0
Use Results,1.0
central security group,1.5
resolving security weaknesses,1.5
overseas units,1.0
active members,1.0
negative effects,1.0
internal auditors,1.0
security specialists,1.0
using records,1.0
virus incidents,1.0
information security policies,1.5
full benefits,1.0
periodic reports,1.0
problem areas,1.0
subsequent monitoring efforts,1.5
manufacturing company,1.0
existing controls,1.0
virus-detection software,1.0
information security weaknesses,1.5
training programs,1.0
information security responsibilities,1.5
Several organizations,1.0
internal auditors,1.0
cited example,1.0
security problems,1.0
business managers,1.0
independent measure,1.0
audit findings,1.0
quarterly reporting mechanisms,1.5
information security risks,1.5
following case example,1.5
financial services corporation,1.5
Case Example,1.0
information security aspects,1.5
existing policies,1.0
control techniques,1.0
control effectiveness,1.0
management awareness,1.0
security-related efforts,1.0
self-assessment tools,1.0
security experts,1.0
pertinent business managers,1.5
original assertions,1.0
generally aware,1.0
management awareness,1.0
good awareness rating,1.5
central security manager,1.5
information security,1.0
information security controls,1.5
corrective actions,1.0
additional weaknesses,1.0
unrecognized weaknesses,1.0
performance measures,1.0
favorable ratings,1.0
security specialists,1.0
audit work,1.0
security managers,1.0
management awareness rating,1.5
monitoring network,1.0
several security,1.0
rating system,1.0
unauthorized intrusions,1.0
identifying weaknesses,1.0
software tools,1.0
automated monitoring tools,1.5
security controls,1.0
practical techniques,1.0
security specialists,1.0
Several security managers,1.5
developing techniques,1.0
professional literature,1.0
information security,1.0
security managers,1.0
monitoring tools,1.0
research efforts,1.0
electronic networks,1.0
individual industry segments,1.5
industrial revolution,1.0
economic possibility,1.0
associated security implications,1.5
Individual security controls,1.5
professional organizations,1.0
valuable means,1.0
organizational entities,1.0
formal discussion groups,1.5
Security Teams,1.0
imaginable today,1.0
monitoring tools,1.0
technology advances,1.0
information security program,1.5
information security risks,1.5
business operations,1.0
development staff,1.0
basic principles,1.0
management framework,1.0
ongoing basis,1.0
control effectiveness,1.0
program managers,1.0
computer users,1.0
current security posture,1.5
future system,1.0
federal agencies,1.0
technology advances,1.0
effective security,1.0
Business Continuity,1.0
internal controls,1.0
Business Process,1.0
process improvement efforts,1.5
Demonstrating Results,1.0
Accepted Principles,1.0
Assessing Risks,1.0
information technology security programs,2.0
common understanding,1.0
Integral Element,1.0
information security,1.0
information call,1.0
Senior Evaluator,1.0
listed documents,1.0
Major Contributors,1.0
internet page,1.0
Actuarial Model,1.0
Serious Weaknesses,1.0
Budget Requests,1.0
Serious Weaknesses,1.0
Increasing Risks,1.0
Increasing Risks,1.0
Computer Attacks,1.0
Security Weaknesses,1.0
Computer Attacks,1.0
Unauthorized Access,1.0
Civilian Payroll Payments,1.5
Strong Leadership,1.0
Fiscal Years,1.0
Electronic Filing Fraud,1.5
Sensitive Documents,1.0
Successful Improvement,1.0
major management challenges,1.5
management improvement initiative,1.5
particularly important,1.0
ongoing efforts,1.0
federal agencies,1.0
employee involvement,1.0
successful management improvement initiatives,2.0
performance-based management efforts,1.5
major change initiatives,1.5
cultural transformation,1.0
complex problems,1.0
extensive effort,1.0
federal management,1.0
wide-ranging work,1.0
reform efforts,1.0
leadership commitment,1.0
sustaining management improvement initiatives,2.0
information technology issues,1.5
human capital,1.0
improvement initiatives,1.0
programmatic decisionmaking,1.0
congressional involvement,1.0
organizational alignment,1.0
quality management,1.0
broad body,1.0
statement today,1.0
resulting knowledge,1.0
management issues,1.0
agency-specific improvement efforts,1.5
top leaders,1.0
Top leadership involvement,1.5
leading change,1.0
important element,1.0
ongoing analyses,1.0
directing reform efforts,1.5
natural resistance,1.0
overcoming organizations,1.0
clear example,1.0
management improvement initiatives,1.5
tax laws,1.0
long-standing management weaknesses,1.5
personal involvement,1.0
top leaders,1.0
using executive steering,1.5
major initiatives,1.0
making management improvements,1.5
clear lines,1.0
particularly challenging,1.0
strategic goals,1.0
clear executive ownership,1.5
Career executives,1.0
long-term focus,1.0
performance measures,1.0
top leadership commitment,1.5
senior career executives,1.5
institutionalizing reform,1.0
change efforts,1.0
organizational structure,1.0
business practices,1.0
management roles,1.0
successful management improvement initiatives,2.0
sustaining improvement initiatives,1.5
limited tenure,1.0
frequent turnover,1.0
senior agency,1.0
political officials,1.0
political executives,1.0
top quality service,1.5
strategic goals,1.0
tax law,1.0
increase productivity,1.0
quality work,1.0
improvement initiatives,1.0
paper-driven exercise,1.0
essential connection,1.0
sound management,1.0
management reform,1.0
management problems,1.0
reform efforts,1.0
basis of-the,1.0
institutional capacity,1.0
essential connection,1.0
subsequent agency performance reports-for,2.0
mission statement,1.0
mission-critical management problems,1.5
top quality service,1.5
management weaknesses,1.0
Programmatic Decisionmaking,1.0
additional efforts,1.0
successful organizations,1.0
programmatic goals,1.0
ready-made statutory mechanism,1.5
annual performance,1.0
annual performance,1.0
additional efforts,1.0
major management challenges,1.5
program risks,1.0
establishing goals,1.0
management challenges,1.0
program risks,1.0
different approaches,1.0
addressing management problems,1.5
tracking progress,1.0
2000 performance plans,1.5
annual performance,1.0
management challenges,1.0
program risks,1.0
setting goals,1.0
Continued Improvements,1.0
Program Risks,1.0
long-standing management weaknesses,1.5
high-risk areas5,1.0
important management reform initiatives,2.0
unpaid assessments,1.0
internal control weaknesses,1.5
unpaid tax assessments,1.5
2000 performance plan,1.5
subsidiary ledger,1.0
directing collection efforts,1.5
filing fraud,1.0
security controls,1.0
external threats,1.0
high-risk update,1.0
long-standing problems,1.0
internal controls,1.0
proper controls,1.0
information systems,1.0
various efforts,1.0
sensitive taxpayer data,1.5
internal controls,1.0
taxpayer receipts,1.0
top management,1.0
annual performance plan,1.5
management information systems,1.5
service-provider role,1.0
extensive interaction,1.0
governmentwide oversight,1.0
taxpayer dollars,1.0
management weaknesses,1.0
especially important,1.0
clear goals,1.0
improvement initiative,1.0
concrete management improvement steps,2.0
key milestones,1.0
implementation status,1.0
information technology-both,1.0
personnel processes,1.0
overall progress,1.0
rigorous planning,1.0
performance data,1.0
sizable staff reductions,1.5
another-are areas,1.0
personnel offices,1.0
software technology,1.0
effective use,1.0
management improvements,1.0
automating paper-based,1.0
staffing reductions,1.0
Initial Efforts,1.0
service improvement objectives,1.5
forming business partnerships,1.5
organizational unit,1.0
structured processes,1.0
automation efforts,1.0
positive note,1.0
system modernization,1.0
managing information technology,1.5
control future modernization efforts,2.0
modernization blueprint,1.0
technical weaknesses,1.0
long-standing modernization management,1.5
incremental modernization program,1.5
initial modernization expenditure plan,2.0
federal agencies,1.0
leverage performance,1.0
major technology projects,1.5
organizational roles,1.0
engineering capability,1.0
modernization funds,1.0
effective use,1.0
data dissemination efforts,1.5
Facility Partnerships,1.0
Sufficiently Complete,1.0
systems modernization,1.0
modernized systems,1.0
electronic availability,1.0
census data,1.0
massive amounts,1.0
Successful management improvement efforts,2.0
Employee Involvement,1.0
principal medium,1.0
disseminating data,1.0
Public-Private Partnerships,1.0
Key Elements,1.0
Good Start,1.0
customer hits,1.0
principal medium,1.0
releasing data,1.0
high-performing organizations,1.0
program performance,1.0
performance-oriented culture,1.0
basic culture,1.0
Involving employees,1.0
devolving authority,1.0
implementing change,1.0
high-performing organizations,1.0
Act-strategic planning,1.0
performance measurement,1.0
diverse array,1.0
nearly three-fourths,1.0
difficult task,1.0
central features,1.0
high-performing organizations,1.0
performanceoriented culture,1.0
substantial room,1.0
strategic goals,1.0
Setting improvement goals,1.5
important step,1.0
powerful tools,1.0
developing partnerships,1.0
employee unions,1.0
federal managers,1.0
labor-management relations,1.0
establishing long-term,1.0
improvement efforts,1.0
long-term goals,1.0
long-standing challenges,1.0
safety culture,1.0
regulatory practices,1.0
high-performing organizations,1.0
shared set,1.0
common goals,1.0
mail processing,1.0
delivery costs,1.0
effective framework,1.0
key factor,1.0
performance improvements,1.0
performance goals,1.0
management associations,1.0
processing workload,1.0
management representatives,1.0
employee involvement,1.0
frontline employees,1.0
significant changes,1.0
Major Management Challenges,1.5
Major Management Challenges,1.5
job responsibilities,1.0
filing season,1.0
key factor,1.0
return processing,1.0
compliance responsibilities,1.0
environment agencies,1.0
compliance work,1.0
filing season,1.0
top-quality customer service,1.5
management tasks,1.0
devolving authority,1.0
Allowing employees,1.0
federal agencies,1.0
pilot program,1.0
initial disability determination,1.5
decision maker,1.0
High-performing organizations,1.0
necessary amount,1.0
commensurate accountability,1.0
decisionmaking authority,1.0
efficient operations,1.0
initial disability,1.0
disability examiners,1.0
decision maker,1.0
federal managers,1.0
program results,1.0
great extent employees,1.5
critical areas,1.0
decisionmaking authority,1.0
providing incentives,1.0
federal managers,1.0
strategic goals,1.0
operational flexibility,1.0
great extent,1.0
operational autonomy,1.0
management structure,1.0
devolving decisionmaking,1.0
reducing costs,1.0
center directors,1.0
basic decisionmaking,1.0
budgetary duties,1.0
inpatient care,1.0
organizational realignment,1.0
improving patient,1.0
high-priority veterans,1.0
Organizational Alignment,1.0
conflicting policymaking,1.0
service-providing roles,1.0
outmoded methods,1.0
delivering service,1.0
Governmentwide Policy,1.0
policy decisions,1.0
important reform,1.0
service-delivery roles,1.0
managing programs,1.0
organizational structure,1.0
divergent positions,1.0
similar issues,1.0
inadequate technology,1.0
principal obstacles,1.0
performance measures,1.0
reform efforts,1.0
organizational structure,1.0
Successful management improvement efforts,2.0
often entail,1.0
taxpayer groups,1.0
organizational structures,1.0
policymaking functions,1.0
organizational realignment,1.0
management structure,1.0
ongoing efforts,1.0
dramatic improvements,1.0
organizational realignments,1.0
Taxpayer Advocate,1.0
clear responsibilities,1.0
management roles,1.0
functional groups,1.0
advocate program resources,1.5
organizational realignments,1.0
reform efforts,1.0
measurable services,1.0
organizational autonomy,1.0
financial aid programs,1.5
outstanding student loans,1.5
functional needs,1.0
resources-including staff,1.0
program efficiency,1.0
Taxpayer Advocate,1.0
general exploration,1.0
organizational arrangements,1.0
creating Performance-Based,1.0
selected agencies,1.0
senior leadership,1.0
significant management,1.0
accountability problems,1.0
financial aid programs,1.5
personally accountable,1.0
performance goals,1.0
key managers,1.0
directly accountable,1.0
personnel management,1.0
timely data,1.0
program integrity,1.0
costeffective services,1.0
additional accountability mechanism,1.5
annual performance agreements,1.5
improving customer satisfaction,1.5
measurable organization,1.0
individual goals,1.0
key managers,1.0
year performance,1.0
financial audit,1.0
program integrity,1.0
accountability issues,1.0
year performance plan,1.5
executive branch,1.0
important policies,1.0
agency-specific basis,1.0
oversight role,1.0
oversight capacities,1.0
governmentwide basis,1.0
financial management,1.0
regulatory changes,1.0
bi-partisan leadership,1.0
crucial role,1.0
management improvement,1.0
statutory framework,1.0
sustaining management reforms,1.5
reform initiatives,1.0
consistent focus,1.0
successful completion,1.0
identifying opportunities,1.0
oversight efforts,1.0
additional improvements,1.0
continuing attention,1.0
improvement initiatives,1.0
related information,1.0
cost data,1.0
congressional committees,1.0
augmented oversight hearings,1.5
major agencies,1.0
management improvement initiatives,1.5
prospective nominees,1.0
respective management reform efforts,2.0
confirmation process,1.0
high-performing government organizations,1.5
high-performing organizations,1.0
disciplined efforts,1.0
critical elements,1.0
including top,1.0
leadership commitment,1.0
Successful management improvement efforts,2.0
programmatic decisions,1.0
improvement initiatives,1.0
lasting management reforms,1.5
prepared statement,1.0
management problems,1.0
organizational realignment,1.0
change efforts,1.0
following address,1.0
money order,1.0
e-mail message,1.0
making key,1.0
Additional copies,1.0
single address,1.0
facsimile copies,1.0
daily list,1.0
available reports,1.0
Bulk Rate,1.0
fax number,1.0
touchtone phone,1.0
recorded menu,1.0
Private Use,1.0
Critical Infrastructure,1.0
key elements,1.0
practical approaches,1.0
critical data,1.0
various stakeholders,1.0
cyber threats,1.0
national defense,1.0
critical government,1.0
Computer-based incidents,1.0
possible precursors,1.0
computer-dependent infrastructure,1.0
time-critical information,1.0
Information sharing,1.0
timely information,1.0
computer-supported operations,1.0
individual industry sectors,1.5
analysis centers,1.0
significant disruptions,1.0
SirCam Attacks,1.0
1Information Security,1.0
national welfare,1.0
sharing information,1.0
computer-based vulnerabilities,1.0
power distribution,1.0
preventative measures,1.0
analysis centers,1.0
interconnected computer systems,1.5
critical operations,1.0
information sharing,1.0
Proactive Measures,1.0
related challenges,1.0
successful information-sharing,1.0
personal relationships,1.0
critical success factors,1.5
senior managers,1.0
sensitive member,1.0
current information,1.0
identifiable membership,1.0
information-sharing organizations,1.0
federal agencies,1.0
informationsharing relationships,1.0
underlying element,1.0
identified trust,1.0
imminent attack,1.0
successful sharing,1.0
successful relationships,1.0
regular meetings,1.0
communication mechanisms,1.0
organization leadership continuity,1.5
free member advice,1.5
initial reluctance,1.0
developing agreements,1.0
seeking contributions,1.0
appropriate skills,1.0
adequate funding,1.0
useful insights,1.0
administrative staff,1.0
individual organization,1.0
emerging issues,1.0
critical success factors,1.5
informationsharing relationships,1.0
infrastructure protection,1.0
2000 computing challenge,1.5
critical infrastructure,1.0
monitoring progress,1.0
passed legislation,1.0
critical infrastructure protection,1.5
considering measures,1.0
sharing information,1.0
federal agencies,1.0
antitrust law violations,1.5
infrastructure protection,1.0
critical success factors,1.5
emergency services,1.0
computer systems,1.0
increasingly reliant,1.0
unprecedented growth,1.0
computer interconnectivity,1.0
widespread interconnectivity,1.0
enormous risks,1.0
facilitating communications,1.0
business processes,1.0
improved information sharing,1.5
protection goals,1.0
private-sector entities,1.0
critical government operations,1.5
supporting points,1.0
critical operations,1.0
critical data,1.0
significant concern,1.0
computer skills,1.0
proper safeguards,1.0
computer-supported operations,1.0
communications systems,1.0
mitigating risks,1.0
critical operations,1.0
private-sector entities,1.0
poor system design,1.5
computer bulletin boards,1.5
dial-up lines,1.0
cyber attacks,1.0
foreign states,1.0
computer-based operations,1.0
launching attacks,1.0
serious challenge,1.0
federal agencies,1.0
readily accessible,1.0
Critical Infrastructure Protection,1.5
various types,1.0
physical threats,1.0
computer-dependent infrastructures,1.0
computer systems,1.0
potentially devastating,1.0
Critical Foundations,1.0
federal agencies,1.0
critical infrastructure,1.0
nation states,1.0
sharing information,1.0
system vulnerabilities,1.0
protection plans,1.0
poor information security,1.5
cyber attacks,1.0
special function areas,1.5
emergency fire services,1.5
national defense,1.0
computer-based attacks,1.0
lead agencies,1.0
gas production,1.0
water supply,1.0
mass transit,1.0
national threat assessment,1.5
special function areas,1.5
computer-based threats,1.0
timely information,1.0
eight infrastructure sectors,1.5
government entities,1.0
emergency law enforcement,1.5
waterborne commerce,1.0
internal security,1.0
foreign affairs,1.0
practical approaches,1.0
enforcement investigation,1.0
response center,1.0
disseminating information,1.0
preventative measures,1.0
actual incidents,1.0
Information sharing,1.0
information-sharing relationships,1.0
limited progress,1.0
coordination capabilities,1.0
inappropriate disclosure,1.0
imminent attack,1.0
information-sharing relationships,1.0
private industry,1.0
government entities,1.0
4Critical Infrastructure Protection,1.5
Significant Challenges,1.0
immediate threats,1.0
international scale,1.0
complete data,1.0
nonfederal analysis centers,1.5
secure communication,1.0
private organizations,1.0
private entities,1.0
Successful Information,1.0
administrative staffs,1.0
effective information-sharing relationships,1.5
computer-based threats,1.0
top management support,1.5
ensuring organization,1.0
information-sharing organizations,1.0
inadvertent release,1.0
critical success factors,1.5
fostering trust,1.0
membership benefits,1.0
business competitors,1.0
critical infrastructure protection efforts,2.0
leadership continuity,1.0
clearly identifiable,1.0
trusted relationships,1.0
formally structured,1.0
proprietary business information,1.5
personal relationships,1.0
individual member,1.0
member organization,1.0
punitive measures,1.0
included time,1.0
personal relationships,1.0
face-to-face contact,1.0
developing trust,1.0
consistent member,1.0
established procedures,1.0
existing member,1.0
specific interest,1.0
specific audiences,1.0
pertinent organizations,1.0
prospective members,1.0
background checks,1.0
official board,1.0
membership applications,1.0
membership criteria,1.0
individual representative,1.0
merited consideration,1.0
individual organizations,1.0
encouraged members,1.0
security posture,1.0
diminished members,1.0
information-sharing group,1.0
individual organization,1.0
handling violations,1.0
encouraging compliance,1.0
sanctioning violators,1.0
secure server,1.0
informal means,1.0
timely communication,1.0
member anonymity,1.0
building trust,1.0
member needs,1.0
lost trust,1.0
separate sessions,1.0
sensitive conversations,1.0
study participants,1.0
administrative staffs,1.0
proprietary information,1.0
primary method,1.0
secure environment,1.0
meeting times,1.0
adjusting meeting times,1.5
member issues,1.0
day meetings,1.0
closed meetings,1.0
allowed time,1.0
software tools,1.0
specific topic,1.0
included discussions,1.0
specific topics,1.0
half-day meetings,1.0
communication mechanisms,1.0
face-to-face discussions,1.0
Various types,1.0
open sites,1.0
timecritical information,1.0
subsequent distribution,1.0
inadvertent release,1.0
policy setting,1.0
general information,1.0
regular mail,1.0
telephone conversations,1.0
considerable time,1.0
personal contacts,1.0
membership lists,1.0
victim identification,1.0
topic-based information sharing,1.5
particular incidents,1.0
including alerts,1.0
secure telephone line,1.5
entire membership,1.0
secure Web sites,1.5
potential solutions,1.0
disseminate information,1.0
including meeting,1.0
immediate contact,1.0
multiple parties,1.0
real-time problem,1.0
several organizations,1.0
sanitized victim,1.0
special security procedures,1.5
special precautions,1.0
Several representatives,1.0
underlying requirement,1.0
potential impact,1.0
developing reporting forms,1.5
communicating information,1.0
special network,1.0
membership list,1.0
standard terms,1.0
extensive policy,1.0
required reporting,1.0
charged membership fees-one,1.5
fulfilling member needs,1.5
sought member input,1.5
specific vulnerabilities,1.0
solicited suggestions,1.0
existing databases,1.0
personal relationships,1.0
sensitive incidents,1.0
identifiable benefits,1.0
reporting information,1.0
information-sharing organization,1.0
management approval,1.0
Top management support,1.5
information-sharing process,1.0
requested people,1.0
Top Management Support,1.5
Several organizations,1.0
long-term leaders,1.0
enforcing membership rules,1.5
active member participation,1.5
member organization,1.0
single individual,1.0
Identifiable Membership,1.0
information-sharing organizations,1.0
time constraints,1.0
received benefits,1.0
current information,1.0
trusted experts,1.0
performed expert,1.0
mitigation techniques,1.0
potential solutions,1.0
threat rating,1.0
Several participants,1.0
sharing information,1.0
entire membership,1.0
soliciting advice,1.0
emerging technology,1.0
planning efforts,1.0
information security,1.0
final analysis,1.0
potential threat,1.0
associated risks,1.0
wireless networking,1.0
possible vulnerabilities,1.0
shared information,1.0
concerning information,1.0
business risk management processes,2.0
disaster recovery planning,1.5
performance measurement,1.0
security management practices,1.5
corporate governance,1.0
control effectiveness,1.0
free expert,1.0
shared lessons,1.0
individual projects,1.0
systems development projects,1.5
requirement documentation,1.0
secure system,1.0
free advice,1.0
free expert advice,1.5
Internet service provider,1.5
real-time assistance,1.0
network contract provisions,1.5
application development,1.0
sophisticated network intrusion,1.5
gave members insight,1.5
system enhancement projects,1.5
